referencia,abacco_id,linea,descripcion,iva,precio_unitario,cantidad,descuento,total_bruto
(PROV3764),3764,7,COLCHONES - BONAIRE - LATINFLEX - MATRIMONIAL -,30%,210.00,,,
(PROV3764),3764,8,DELIVERY -,,10.00,,,
CO2511-3159,3765,1,"98 - DT + LINEAL HORIZONTAL SIN MARCO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3159,3765,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2511-3159,3765,3,375 - GRIS SEDONA,"0,00",1,,"0,00",
CO2511-3159,3765,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3159,3765,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2511-3159,3765,6,"CAMAS - DT + LINEAL HORIZONTAL SIN MARCO MATRIMONIAL 1,40 x 1,90 - TAPI SWEET (CASTILLO) - GRIS SEDONA - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -","322,30",1,10%,"290,07",
CO2511-3159,3765,7,798 - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3159,3765,8,COLCHONES - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL -,"415,00",1,,"415,00",
CO2511-3160,3766,1,786 - ECOFLEX 1 PILLOW - COBARCA - QUEEN,"0,00",1,,"0,00",
CO2511-3160,3766,2,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - QUEEN -,"370,00",1,10%,"333,00",
CO2511-3212,3767,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3212,3767,2,390 - LINO,"0,00",1,,"0,00",
CO2511-3212,3767,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3212,3767,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3212,3767,5,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO - GRIS PLOMO - PATAS DECORATIVAS - -","240,00",1,,"240,00",
CO2511-3161,3768,1,44 - BL + LINEAL VERTICAL SIN MARCO KING,"0,00",1,,"0,00",
CO2511-3161,3768,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2511-3161,3768,3,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2511-3161,3768,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3161,3768,5,CAMAS - BL + LINEAL VERTICAL SIN MARCO KING - TAPI SWEET (CASTILLO) - GRIS AHUMADO - PATAS DECORATIVAS - -,"365,00",1,,"365,00",
CO2511-3162,3769,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3162,3769,2,890 - TAPI POLO,"0,00",1,,"0,00",
CO2511-3162,3769,3,436 - GRIS,"0,00",1,,"0,00",
CO2511-3162,3769,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3162,3769,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2511-3162,3769,6,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - TAPI POLO - GRIS - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -","240,00",1,10%,"216,00",
CO2511-3162,3769,7,601 - ARUBA - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3162,3769,8,COLCHONES - - bamboo semi ortopedico goma - MATRIMONIAL,"215,00",1,10%,"193,50",
CO2511-3147,3752,1,112 - DT + ABSTRACTO sh KING 2X2,"0,00",1,,"0,00",
CO2511-3147,3752,2,980 - HOLANDA,"0,00",1,,"0,00",
CO2511-3147,3752,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3147,3752,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3147,3752,5,579 - DIVISION EN 2,"40,00",1,,"40,00",
CO2511-3147,3752,6,CAMAS - DT + egipcio ver imagen de referencia sh KING 2X2 - HOLANDA - GRIS PLOMO - PATAS DECORATIVAS - - DIVISION EN 2,"410,00",1,,"410,00",
CO2511-3147,3752,7,DELIVERY -,"10,00",1,,"10,00",
CO2511-3148,3753,1,"130 - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3148,3753,2,890 - TAPI POLO,"0,00",1,,"0,00",
CO2511-3148,3753,3,436 - GRIS,"0,00",1,,"0,00",
CO2511-3148,3753,4,"CAMAS - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90 - TAPI POLO - GRIS - - -","395,00",1,10%,"355,50",
CO2511-3149,3754,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3149,3754,2,390 - LINO,"0,00",1,,"0,00",
CO2511-3149,3754,3,450 - NEGRO,"0,00",1,,"0,00",
CO2511-3149,3754,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3149,3754,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - PATAS DECORATIVAS - -","182,14",1,30%,"127,50",
CO2511-3149,3754,6,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3149,3754,7,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"275,00",1,30%,"192,50",
CO2511-3150,3755,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3150,3755,2,450 - NEGRO,"0,00",1,,"0,00",
CO2511-3150,3755,3,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3150,3755,4,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - lino - NEGRO - PATAS DECORATIVAS - -","230,00",1,,"230,00",
CO2511-3150,3755,5,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3150,3755,6,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"275,00",1,,"275,00",
CO2511-3150,3755,7,DELIVERY -,"10,00",1,,"10,00",
CO2511-3151,3756,1,676 - DALLAS PILLOW - COLFEX - KING,"0,00",1,,"0,00",
CO2511-3151,3756,2,COLCHONES - DALLAS PILLOW - COLFEX - KING -,"470,00",1,,"470,00",
CO2511-3151,3756,3,DELIVERY -,"10,00",1,,"10,00",
CO2511-3157,3757,1,610 - ALASKA - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2511-3157,3757,2,COLCHONES - - ALASKA - MUNDOFLEX - INDIVIDUAL,"200,00",1,30%,"140,00",
CO2511-3153,3758,1,994 - DT + LINEAL MIXTA MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3153,3758,2,403 - LINO T,"0,00",1,,"0,00",
CO2511-3153,3758,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3153,3758,4,"CAMAS - DT + LINEAL MIXTA MATRIMONIAL 1,40 x 1,90 - LINO T - GRIS PLOMO - - -","275,00",1,10%,"247,50",
CO2511-3238,3759,1,735 - DORADO 60,"0,00",1,,"0,00",
CO2511-3238,3759,2,CENTROS DE TV - - DORADO 60,"600,00",1,,"600,00",
CO2511-3521,3760,1,607 - COLLETION FLEX - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3521,3760,2,COLCHONES - - COLLETION FLEX - COLFLEX - MATRIMONIAL,"350,00",1,,"350,00",
CO2511-3154,3761,1,623 - GRANADA - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3154,3761,2,COLCHONES - GRANADA - LATINFLEX - MATRIMONIAL -,"380,00",1,,"380,00",
(PROV3762),3762,1,"126 - DUPLEX SIN COPETE + MATRIMONIAL 1,40 x 1,90",,0.00,,,
(PROV3762),3762,2,390 - LINO,,0.00,,,
(PROV3762),3762,3,450 - NEGRO,,0.00,,,
(PROV3762),3762,4,"CAMAS - DUPLEX SIN COPETE + MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - - -",,330.00,,,
CO2511-3139,3746,1,04 - BOX SOLO KING 2x2,"0,00",1,,"0,00",
CO2511-3139,3746,2,390 - LINO,"0,00",1,,"0,00",
CO2511-3139,3746,3,450 - NEGRO,"0,00",1,,"0,00",
CO2511-3139,3746,4,CAMAS - BOX SOLO KING 2x2 - LINO - NEGRO - - -,"200,00",1,,"200,00",
CO2511-3140,3747,1,972 - COMEDOR MONTENEGRO,"0,00",1,,"0,00",
CO2511-3140,3747,2,COM IMPORTADOS - COMEDOR MONTENEGRO,"745,00",1,,"745,00",
CO2511-3140,3747,3,562 - MESA DE CENTRO ADONIS,"0,00",1,,"0,00",
CO2511-3140,3747,4,COM IMPORTADOS - MESA DE CENTRO ADONIS,"180,00",1,,"180,00",
CO2511-3140,3747,5,911 - MARRUECOS 2.30 x 2.30,"0,00",1,,"0,00",
CO2511-3140,3747,6,890 - TAPI POLO,"0,00",1,,"0,00",
CO2511-3140,3747,7,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3140,3747,8,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2511-3140,3747,9,MUEBLES - MARRUECOS sin porta vasos 2.30 x 2.30 - TAPI POLO - GRIS PLOMO - PATAS TIPO L - mueble en fabrica,"955,00",1,,"955,00",
CO2511-3140,3747,10,"529 - BOX ENCAJONADO + MODELO MONACO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2511-3140,3747,11,386 - BIPIEL BUFALO,"100,00",1,,"100,00",
CO2511-3140,3747,12,759 - CAPUCHINO,"0,00",1,,"0,00",
CO2511-3140,3747,13,"CAMAS - BOX ENCAJONADO + MODELO MONACO cama en tienda QUEEN 1,60 x 1,90 - BIPIEL BUFALO - CAPUCHINO - undefined - -","490,00",1,,"490,00",
CO2511-3141,3748,1,42 - BL + LINEAL VERTICAL SIN MARCO MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3141,3748,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2511-3141,3748,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2511-3141,3748,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3141,3748,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2511-3141,3748,6,CAMAS - BL + LINEAL VERTICAL SIN MARCO MATRIMONIAL - OTTOMAN - BEIGE 1 - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -,"240,00",1,,"240,00",
CO2511-3141,3748,7,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3141,3748,8,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"275,00",1,,"275,00",
CO2511-3142,3749,1,610 - ALASKA - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2511-3142,3749,2,COLCHONES - - ALASKA - MUNDOFLEX - INDIVIDUAL,"200,00",1,10%,"180,00",
CO2511-3142,3749,3,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2511-3142,3749,4,DELIVERY - SERVICIO DELIVERY,"10,00",1,,"10,00",
CO2511-3143,3750,1,972 - COMEDOR MONTENEGRO,"0,00",1,,"0,00",
CO2511-3143,3750,2,COM IMPORTADOS - COMEDOR MONTENEGRO,"745,00",1,,"745,00",
CO2511-3143,3750,3,985 - SERVICIO SUBIDA,"0,00",1,,"0,00",
CO2511-3143,3750,4,DELIVERY - SERVICIO SUBIDA *también requiere de que le armen el comedor*,"0,00",1,,"0,00",
CO2511-3156,3751,1,"130 - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3156,3751,2,390 - LINO,"0,00",1,,"0,00",
CO2511-3156,3751,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3156,3751,4,704 - 1 ALMOHADA OBSEQUI,"0,00",1,,"0,00",
CO2511-3156,3751,5,"CAMAS - DUPLEX BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO - GRIS PLOMO - - 1 ALMOHADA OBSEQUI -","360,00",1,,"360,00",
CO2511-3156,3751,6,"01 - BOX SOLO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2511-3156,3751,7,390 - LINO,"0,00",1,,"0,00",
CO2511-3156,3751,8,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3156,3751,9,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3156,3751,10,"CAMAS - BOX SOLO INDIVIDUAL 1,00 x 1,90 - LINO - GRIS PLOMO - PATAS DECORATIVAS - -","139,80",1,,"139,80",
CO2511-3156,3751,11,610 - ALASKA - MUNDOFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2511-3156,3751,12,COLCHONES - - ALASKA - MUNDOFLEX - INDIVIDUAL,"180,03",1,,"180,03",
CO2511-3131,3741,1,781 - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL,"0,00",1,,"0,00",
CO2511-3131,3741,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL -,"230,00",1,,"230,00",
CO2511-3131,3741,3,DELIVERY -,"10,00",1,,"10,00",
CO2511-3144,3742,1,1998-1 - 1998-1 MAXEL Escocia 3 puertas 2 gavetas blanco,"0,00",1,,"0,00",
CO2511-3144,3742,2,CLOSET - 1998-1 MAXEL Escocia 3 puertas 2 gavetas blanco,"275,00",1,,"275,00",
CO2511-3132,3743,1,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3132,3743,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"200,00",1,,"200,00",
CO2511-3133,3744,1,553 - TURQUIA,"0,00",1,,"0,00",
CO2511-3133,3744,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2511-3133,3744,3,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2511-3133,3744,4,MUEBLES - TURQUIA - TAPI SWEET (CASTILLO) - GRIS AHUMADO - -,"635,00",1,,"635,00",
CO2511-3799,3745,1,670 - DALLAS CLASSIC - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3799,3745,2,COLCHONES - DALLAS CLASSIC - COLFLEX - MATRIMONIAL -,"390,00",1,,"390,00",
CO2511-3113,3725,1,785 - ECOFLEX 1 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3113,3725,2,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - MATRIMONIAL -,"320,00",1,,"320,00",
CO2511-3113,3725,3,"10 - BL + BARCELONA MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3113,3725,4,390 - LINO,"0,00",1,,"0,00",
CO2511-3113,3725,5,436 - GRIS,"0,00",1,,"0,00",
CO2511-3113,3725,6,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2511-3113,3725,7,"CAMAS - BL + BARCELONA MATRIMONIAL 1,40 x 1,90 - LINO - GRIS - - 2 ALMOHADA OBSEQUIO -","240,00",1,,"240,00",
CO2511-3129,3726,1,746 - HUMOR CAFE-OFF WHITE 50,"0,00",1,,"0,00",
CO2511-3129,3726,2,CENTROS DE TV - - HUMOR CAFE-OFF WHITE 50,"240,00",1,,"240,00",
CO2511-3114,3727,1,744 - OURO CINAMOMO-OFF WHITE 42,"0,00",1,,"0,00",
CO2511-3114,3727,2,CENTROS DE TV - - OURO CINAMOMO-OFF WHITE 42,"240,00",1,,"240,00",
CO2511-3115,3728,1,3531-1 - 3531-1 MAXEL Escocia San Marino puertas corredizas blanco / blanco con gris,"0,00",1,,"0,00",
CO2511-3115,3728,2,CLOSET - 3531-1 MAXEL Escocia San Marino puertas corredizas blanco / blanco con gris,"500,00",1,,"500,00",
CO2511-3509,3729,1,"03 - BOX SOLO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2511-3509,3729,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2511-3509,3729,3,450 - NEGRO,"0,00",1,,"0,00",
CO2511-3509,3729,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3509,3729,5,"CAMAS - BOX SOLO QUEEN 1,60 x 1,90 - TAPI SWEET (CASTILLO) - NEGRO - PATAS DECORATIVAS -bl -","210,00",1,,"210,00",
CO2511-3509,3729,6,783 - ECOFLEX SIN PILLOW - COBARCA - QUEEN,"0,00",1,,"0,00",
CO2511-3509,3729,7,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - QUEEN -,"330,00",1,,"330,00",
CO2511-3116,3730,1,"102 - DT + LINEAL VERTICAL SIN MARCO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3116,3730,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2511-3116,3730,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2511-3116,3730,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3116,3730,5,"CAMAS - DT + LINEAL VERTICAL SIN MARCO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - GRIS CLARO - PATAS DECORATIVAS - -","283,10",1,,"283,10",
CO2511-3117,3731,1,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3117,3731,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"275,00",1,,"275,00",
CO2511-3117,3731,3,"10 - BL + BARCELONA MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3117,3731,4,403 - LINO T,"0,00",1,,"0,00",
CO2511-3117,3731,5,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3117,3731,6,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2511-3117,3731,7,"CAMAS - BL + BARCELONA MATRIMONIAL 1,40 x 1,90 - LINO T - GRIS PLOMO - - 2 ALMOHADA OBSEQUIO -","240,00",1,,"240,00",
CO2511-3118,3732,1,904 - BL + ITALO KING PROMO 2x2,"0,00",1,,"0,00",
CO2511-3118,3732,2,403 - LINO T,"0,00",1,,"0,00",
CO2511-3118,3732,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3118,3732,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3118,3732,5,CAMAS - BL + ITALO KING PROMO 2x2 - LINO T - GRIS PLOMO - PATAS DECORATIVAS - *cama en Tienda* -,"365,00",1,,"365,00",
CO2511-3118,3732,6,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2511-3118,3732,7,DELIVERY - SERVICIO DELIVERY,"15,00",1,,"15,00",
CO2511-3577,3733,1,"05 - BL + ITALO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2511-3577,3733,2,403 - LINO T,"0,00",1,,"0,00",
CO2511-3577,3733,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3577,3733,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3577,3733,5,"CAMAS - BL + ITALO INDIVIDUAL 1,00 x 1,90 - LINO T - GRIS PLOMO - PATAS DECORATIVAS - -","215,00",1,,"215,00",
CO2511-3119,3734,1,873 - COPETE SOLO CAPITONEADO ESCONDIDO MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3119,3734,2,390 - LINO,"0,00",1,,"0,00",
CO2511-3119,3734,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2511-3119,3734,4,CAMAS - COPETE SOLO CAPITONEADO ESCONDIDO MATRIMONIAL - LINO - kaki star- - -,"165,00",1,,"165,00",
CO2511-3120,3735,1,670 - DALLAS CLASSIC - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3120,3735,2,COLCHONES - DALLAS CLASSIC - COLFLEX - MATRIMONIAL -,"390,00",1,,"390,00",
CO2511-3120,3735,3,670 - DALLAS CLASSIC - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3120,3735,4,COLCHONES - DALLAS CLASSIC - COLFLEX - MATRIMONIAL -,"390,00",1,,"390,00",
CO2511-3121,3736,1,611 - ALASKA - MUNDOFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3121,3736,2,COLCHONES - - Incolbox - MATRIMONIAL solo goma de 1 año semi ortopedico,"230,00",1,,"230,00",
CO2511-3122,3737,1,2001-29 - 2001-29 MAXEL Escocia 6 puertas 2 gavetas beige con marron,"0,00",1,,"0,00",
CO2511-3122,3737,2,CLOSET - 2001-29 MAXEL Escocia 6 puertas 2 gavetas beige con marron,"445,00",1,,"445,00",
CO2511-3123,3738,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3123,3738,2,390 - LINO,"0,00",1,,"0,00",
CO2511-3123,3738,3,450 - NEGRO,"0,00",1,,"0,00",
CO2511-3123,3738,4,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - - -","240,00",1,,"240,00",
CO2511-3123,3738,5,611 - ALASKA - MUNDOFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3123,3738,6,COLCHONES - - ALASKA - MUNDOFLEX - MATRIMONIAL,"230,00",1,,"230,00",
CO2511-3123,3738,7,1000 - SERVICIO DELIVERY,"15,00",1,,"15,00",
CO2511-3138,3739,1,670 - DALLAS CLASSIC - COLFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3138,3739,2,COLCHONES - DALLAS CLASSIC - COLFLEX - MATRIMONIAL -,"390,00",1,,"390,00",
CO2511-3124,3740,1,62 - BL + CHOCOLATE + MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3124,3740,2,403 - LINO T,"0,00",1,,"0,00",
CO2511-3124,3740,3,450 - NEGRO,"0,00",1,,"0,00",
CO2511-3124,3740,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3124,3740,5,CAMAS - BL + CHOCOLATE + MATRIMONIAL - LINO T - NEGRO - PATAS DECORATIVAS - -,"240,00",1,,"240,00",
CO2511-3107,3723,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3107,3723,2,390 - LINO,"0,00",1,,"0,00",
CO2511-3107,3723,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2511-3107,3723,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3107,3723,5,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO - GRIS PLOMO - PATAS DECORATIVAS - -","240,00",1,,"240,00",
CO2511-3125,3724,1,820 - MUEBLE MONACO,"0,00",1,,"0,00",
CO2511-3125,3724,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2511-3125,3724,3,450 - NEGRO,"0,00",1,,"0,00",
CO2511-3125,3724,4,408 - PATAS TIPO L,"0,00",1,,"0,00",
CO2511-3125,3724,5,MUEBLES - MUEBLE MONACO - OTTOMAN - NEGRO - PATAS TIPO L -,"640,00",1,,"640,00",
CO2511-3096,3709,1,623 - GRANADA - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3096,3709,2,COLCHONES - GRANADA - LATINFLEX - MATRIMONIAL -,"380,00",1,,"380,00",
CO2511-3096,3709,3,DELIVERY -,"10,00",1,,"10,00",
CO2511-3097,3710,1,785 - ECOFLEX 1 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3097,3710,2,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - MATRIMONIAL -,"320,00",1,,"320,00",
CO2511-3098,3711,1,78 - DT + RELIEVE MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3098,3711,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2511-3098,3711,3,425 - BEIGE CLARO,"0,00",1,,"0,00",
CO2511-3098,3711,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3098,3711,5,CAMAS - DT + RELIEVE MATRIMONIAL - OTTOMAN - BEIGE CLARO - PATAS DECORATIVAS - -,"274,49",1,,"274,49",
CO2511-3099,3712,1,"937 - BOX GRUESO ENCAJONADO + MODELO MATRIMONIAL SH 1,40 x 1,90 *imagen referencial*","0,00",1,,"0,00",
CO2511-3099,3712,2,980 - HOLANDA,"0,00",1,,"0,00",
CO2511-3099,3712,3,418 - AZUL,"0,00",1,,"0,00",
CO2511-3099,3712,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2511-3099,3712,5,"CAMAS - BOX GRUESO ENCAJONADO + MODELO MATRIMONIAL SH 1,40 x 1,90 *imagen referencial* - HOLANDA - AZUL #5- PATAS DECORATIVAS - cama en tienda","240,00",1,,"240,00",
CO2511-3099,3712,6,1000 - SERVICIO DELIVERY,"0,00",1,,"0,00",
CO2511-3099,3712,7,DELIVERY - SERVICIO DELIVERY,"15,00",1,,"15,00",
CO2511-3100,3713,1,"22 - BL + CAPITONEADO ESCONDIDO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2511-3100,3713,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2511-3100,3713,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2511-3100,3713,4,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2511-3100,3713,5,579 - DIVISION EN 2,"0,00",1,,"0,00",
CO2511-3100,3713,6,"CAMAS - BL + CAPITONEADO ESCONDIDO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - BEIGE 1 - - 2 ALMOHADA OBSEQUIO - DIVISION EN 2 y box acolchado imagen de referencia","240,00",1,,"240,00",
CO2511-3101,3714,1,798 - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3101,3714,2,COLCHONES - DELUXE 2 PILLOW - COBARCA - MATRIMONIAL -,"415,00",1,,"415,00",
CO2511-3766,3715,1,674 - DALLAS PILLOW - COLFEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3766,3715,2,COLCHONES - DALLAS PILLOW - COLFEX - MATRIMONIAL -,"455,00",1,,"455,00",
(PROV3716),3716,1,"06 - BL + ITALO MATRIMONIAL 1,40 x 1,90",,0.00,,,
(PROV3716),3716,2,403 - LINO T,,0.00,,,
(PROV3716),3716,3,439 - GRIS PLOMO,,0.00,,,
(PROV3716),3716,4,407 - PATAS DECORATIVAS,,0.00,,,
(PROV3716),3716,5,705 - 2 ALMOHADA OBSEQUIO,,0.00,,,
(PROV3716),3716,6,"CAMAS - BL + ITALO MATRIMONIAL 1,40 x 1,90 - LINO T - GRIS PLOMO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -",,225.00,,,
(PROV3716),3716,7,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,,0.00,,,
(PROV3716),3716,8,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,,275.00,,,
CO2511-3102,3717,1,3665-1 - 3665-1 MAXEL Marrocos c/ espejo blanco,"0,00",1,,"0,00",
CO2511-3102,3717,2,CLOSET - 3665-1 MAXEL Marrocos c/ espejo blanco,"500,00",1,,"500,00",
CO2511-3103,3718,1,781 - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL,"0,00",1,,"0,00",
CO2511-3103,3718,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL -,"230,00",1,,"230,00",
CO2511-3104,3719,1,794 - DELUXE SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2511-3104,3719,2,COLCHONES - DELUXE SIN PILLOW - COBARCA - MATRIMONIAL -,"370,00",1,,"370,00",
